,trip_second,km_distance_trip
4667,448,3.4
4668,1662,6.8
4669,365,2.1
4670,798,6.5
4671,1017,4.3
4672,689,4.9
4673,1140,10.0
4674,338,2.3
4675,817,3.4
4676,919,9.5
4677,1345,7.9
4678,633,2.6
4679,1078,4.4
4680,964,3.6
4681,890,5.3
4682,975,4.2
4683,988,5.9
4684,163,1.2
4685,844,5.2
4686,354,2.2
4687,767,3.4
4688,820,3.2
4689,476,3.4
4690,742,8.7
4691,256,2.0
4692,284,1.5
4693,1169,5.6
4694,927,3.5
4695,298,2.0
4696,1350,4.8
4697,504,2.4
4698,474,2.5
4699,676,3.7
4700,1356,5.2
4701,633,4.8
4702,355,2.2
4703,499,4.2
4704,693,6.0
4705,795,6.8
4706,656,3.3
4707,1705,6.8
4708,887,4.2
4709,311,0.8
4710,296,1.9
4711,746,4.1
4712,667,4.0
4713,661,7.4
4714,397,2.2
4715,392,2.9
4716,331,2.6
4717,186,1.3
4718,740,3.0
4719,970,7.0
4720,555,3.3
4721,796,4.2
4722,454,3.0
4723,565,2.0
4724,748,4.7
4725,304,1.5
4726,624,4.0
4727,573,4.2
4728,688,4.6
4729,365,2.7
4730,352,2.2
4731,767,3.2
4732,804,4.0
4733,294,1.9
4734,339,2.1
4735,480,2.5
4736,764,6.1
4737,514,3.2
4738,139,1.1
4739,791,3.7
4740,471,3.0
4741,523,2.5
4742,435,3.0
4743,245,1.6
4744,921,4.2
4745,553,3.4
4746,482,3.8
4747,1011,8.1
4748,283,1.8
4749,351,2.1
4750,821,4.4
4751,1037,7.1
4752,1900,6.7
4753,734,6.2
4754,1451,5.6
4755,447,2.3
4756,939,7.9
4757,501,2.4
4758,678,5.4
4759,343,2.3
4760,998,2.7
4761,259,0.8
4762,894,4.8
4763,235,1.4
4764,391,2.1
4765,238,1.1
4766,247,1.3
4767,1126,6.1
4768,379,1.5
4769,1348,14.0
4770,798,8.5
4771,570,3.8
4772,380,2.1
4773,803,6.0
4774,372,2.0
4775,1846,4.8
4776,781,6.7
4777,759,6.6
4778,510,3.0
4779,524,3.2
4780,896,4.8
4781,937,5.6
4782,1599,8.8
4783,257,1.3
4784,440,2.2
4785,335,2.3
4786,928,7.8
4787,1391,11.0
4788,947,10.0
4789,877,3.9
4790,968,5.0
4791,503,3.3
4792,1721,22.0
4793,231,1.2
4794,812,2.6
4795,783,3.2
4796,531,2.9
4797,262,3.9
4798,442,3.1
4799,428,1.3
4800,664,3.4
4801,580,3.3
4802,884,6.5
4803,788,1.8
4804,876,5.2
4805,802,4.6
4806,886,4.9
4807,421,3.3
4808,626,3.7
4809,192,1.5
4810,621,2.1
4811,273,1.3
4812,764,6.3
4813,379,2.7
4814,438,2.2
4815,893,5.5
4816,724,2.4
4817,1050,5.4
4818,1000,5.0
4819,809,5.7
4820,425,3.0
4821,577,3.6
4822,1174,6.3
4823,1668,6.1
4824,833,7.0
4825,407,3.4
4826,756,6.8
4827,247,1.2
4828,491,2.7
4829,118,0.4
4830,1766,6.2
4831,931,4.1
4832,1441,17.0
4833,1219,4.5
4834,327,2.0
4835,296,1.8
4836,291,1.3
4837,672,2.5
4838,1017,7.3
4839,365,1.3
4840,488,2.9
4841,547,3.6
4842,511,3.4
4843,753,4.3
4844,428,3.0
4845,745,5.6
4846,703,4.0
4847,758,7.5
4848,371,1.9
4849,1010,5.3
4850,541,7.0
4851,625,4.6
4852,1803,6.2
4853,712,5.9
4854,1538,20.0
4855,726,5.8
4856,538,3.6
4857,325,2.2
4858,1321,9.3
4859,599,3.6
4860,284,0.9
4861,519,4.0
4862,1889,6.7
4863,102,0.9
4864,311,1.7
4865,1130,5.2
4866,1399,17.0
4867,994,3.6
4868,1022,4.5
4869,329,2.5
4870,634,4.1
4871,555,4.7
4872,1125,3.3
4873,1747,6.4
4874,651,2.8
4875,851,5.4
4876,620,7.2
4877,123,0.4
4878,1385,6.3
4879,395,2.7
4880,1532,5.8
4881,999,5.5
4882,817,3.4
4883,1086,5.8
4884,979,5.8
4885,1764,6.3
4886,800,2.4
4887,754,4.2
4888,321,2.2
4889,401,2.9
4890,1665,6.0
4891,255,1.4
4892,599,4.4
4893,294,2.0
4894,271,0.9
4895,1139,5.7
4896,1897,6.7
4897,2329,6.3
4898,1057,4.1
4899,427,1.9
4900,1014,14.0
4901,529,5.6
4902,887,3.8
4903,770,6.2
4904,104,0.6
4905,1828,8.9
4906,1586,8.3
4907,213,1.7
4908,852,3.1
4909,1249,8.2
4910,799,6.3
4911,597,4.6
4912,175,1.0
4913,510,3.7
4914,1558,6.5
4915,593,5.7
4916,912,4.0
4917,264,1.7
4918,912,5.8
4919,669,5.4
4920,879,6.5
4921,750,7.6
4922,779,3.8
4923,358,2.5
4924,961,6.4
4925,791,5.7
4926,514,4.1
4927,482,3.7
4928,579,4.3
4929,1502,6.0
4930,531,4.6
4931,376,2.2
4932,657,2.5
4933,1319,5.0
4934,267,1.6
4935,436,3.5
4936,333,4.1
4937,1005,7.1
4938,803,6.4
4939,664,6.2
4940,790,3.7
4941,218,1.4
4942,969,3.7
4943,1073,4.6
4944,436,3.9
4945,1084,7.6
4946,930,7.7
4947,931,4.6
4948,417,3.4
4949,815,4.2
4950,472,3.2
4951,740,6.5
4952,483,2.2
4953,664,3.8
4954,975,5.1
4955,270,1.7
4956,683,5.1
4957,430,1.8
4958,858,6.4
4959,1091,7.1
4960,834,4.6
4961,914,7.9
4962,867,4.5
4963,336,2.3
4964,515,3.0
4965,1203,4.6
4966,303,1.6
4967,782,7.0
4968,381,2.9
4969,681,3.6
4970,263,0.8
4971,335,2.1
4972,501,3.3
4973,1512,5.2
4974,794,5.2
4975,978,13.0
4976,983,5.3
4977,234,1.2
4978,175,1.3
4979,1395,4.5
4980,780,4.5
4981,202,0.6
4982,110,0.4
4983,885,6.2
4984,401,2.1
4985,582,4.6
4986,452,2.0
4987,646,2.7
4988,556,4.1
4989,873,6.7
4990,1063,10.0
4991,343,1.8
4992,733,6.2
4993,704,4.1
4994,967,4.3
4995,795,4.3
4996,612,1.6
4997,474,2.9
4998,248,1.9
4999,953,5.8
5000,1238,17.0
5001,838,6.8
5002,1024,7.7
5003,415,3.3
5004,795,4.0
5005,644,3.7
5006,817,4.7
5007,561,1.5
5008,917,6.7
5009,734,3.3
5010,774,9.1
5011,288,1.9
5012,502,1.6
5013,707,5.9
5014,364,1.7
5015,1121,4.0
5016,538,4.1
5017,697,5.3
5018,1250,4.1
5019,229,1.6
5020,793,4.3
5021,1222,5.0
5022,1248,5.8
5023,887,6.2
5024,809,4.0
5025,1106,6.0
5026,1081,10.0
5027,1569,6.4
5028,790,4.2
5029,751,4.2
5030,189,1.1
5031,1019,5.1
5032,370,2.9
5033,425,2.4
5034,981,8.8
5035,920,3.4
5036,838,6.7
5037,449,2.1
5038,462,2.6
5039,354,1.8
5040,937,11.0
5041,481,2.7
5042,702,2.8
5043,408,2.0
5044,752,7.2
5045,254,2.0
5046,362,2.2
5047,1570,6.7
5048,692,3.6
5049,537,2.8
5050,302,1.6
5051,772,4.1
5052,1331,6.1
5053,783,5.9
5054,45,0.3
5055,278,1.1
5056,327,1.7
5057,842,2.1
5058,435,2.5
5059,236,1.2
5060,625,5.3
5061,1513,6.3
5062,702,3.2
5063,650,2.2
5064,1411,6.6
5065,825,4.7
5066,500,3.2
5067,742,4.8
5068,155,0.8
5069,588,4.9
5070,865,3.3
5071,860,6.4
5072,1088,6.4
5073,617,4.7
5074,1345,5.0
5075,1429,6.3
5076,1423,4.7
5077,503,3.3
5078,309,2.6
5079,713,5.5
5080,451,2.1
5081,999,5.4
5082,949,5.3
5083,730,4.7
5084,338,1.5
5085,630,3.8
5086,883,5.1
5087,907,8.0
5088,496,3.4
5089,397,2.2
5090,455,2.6
5091,779,4.2
5092,520,2.7
5093,681,7.2
5094,593,1.6
5095,625,4.2
5096,1190,6.7
5097,1396,13.0
5098,234,1.5
5099,957,4.3
5100,560,2.9
5101,754,2.8
5102,578,4.0
5103,283,1.6
5104,539,3.9
5105,904,3.2
5106,1430,11.0
5107,438,2.3
5108,1150,6.7
5109,1201,6.3
5110,819,3.2
5111,1079,3.7
5112,558,3.3
5113,780,4.7
5114,879,5.4
5115,453,2.5
5116,570,2.8
5117,431,3.0
5118,532,2.0
5119,552,2.2
5120,706,4.3
5121,1640,21.0
5122,319,1.8
5123,660,4.5
5124,414,2.5
5125,932,5.7
5126,1102,6.8
5127,835,8.0
5128,948,4.5
5129,321,1.8
5130,897,4.5
5131,1295,6.0
5132,1673,22.0
5133,1500,5.5
5134,769,3.4
5135,1236,5.9
5136,409,2.0
5137,675,3.9
5138,1224,5.5
5139,442,2.2
5140,1651,6.7
5141,151,0.8
5142,967,7.1
5143,286,1.0
5144,908,5.8
5145,1033,4.6
5146,440,2.1
5147,508,3.2
5148,872,4.3
5149,451,1.2
5150,456,2.7
5151,575,3.6
5152,1543,4.5
5153,249,1.2
5154,710,4.4
5155,209,0.9
5156,1620,8.6
5157,297,1.1
5158,686,2.9
5159,1431,5.6
5160,1116,9.1
5161,538,4.3
5162,395,1.5
5163,1004,14.0
5164,1286,10.0
5165,277,0.9
5166,714,3.5
5167,181,0.5
5168,511,1.7
5169,1694,6.1
5170,1311,3.7
5171,743,5.4
5172,1132,9.2
5173,658,3.9
5174,560,2.1
5175,258,1.5
5176,331,1.5
5177,781,3.1
5178,605,3.7
5179,1201,8.1
5180,488,3.6
5181,632,3.4
5182,1019,5.5
5183,1014,4.7
5184,367,2.3
5185,867,3.0
5186,822,5.8
5187,1435,6.5
5188,645,4.3
5189,346,1.0
5190,718,5.3
5191,878,7.2
5192,706,3.1
5193,417,2.7
5194,1582,6.2
5195,458,2.9
5196,1069,12.0
5197,720,4.9
5198,423,3.0
5199,607,5.0
5200,595,3.9
5201,280,1.9
5202,776,6.2
5203,286,1.2
5204,486,3.9
5205,294,1.6
5206,924,4.7
5207,562,4.2
5208,1028,3.8
5209,293,1.2
5210,935,5.2
5211,643,4.4
5212,660,5.9
5213,652,3.8
5214,395,2.8
5215,499,6.1
5216,183,0.9
5217,668,5.8
5218,1389,3.6
5219,1722,14.0
5220,348,2.1
5221,908,8.0
5222,203,0.9
5223,801,3.6
5224,495,4.0
5225,627,2.8
5226,284,1.9
5227,506,4.5
5228,893,3.3
5229,642,4.8
5230,948,5.0
5231,567,3.0
5232,458,1.7
5233,917,4.4
5234,334,1.8
5235,414,3.3
5236,553,4.1
5237,822,3.6
5238,865,5.4
5239,733,4.7
5240,370,2.0
5241,436,2.1
5242,266,1.7
5243,464,2.2
5244,403,3.1
5245,445,2.1
5246,1772,5.7
5247,749,2.3
5248,870,3.4
5249,918,3.2
5250,731,6.1
5251,1185,4.5
5252,850,5.9
5253,753,5.5
5254,235,0.9
5255,1172,6.0
5256,276,1.0
5257,186,0.7
5258,698,5.0
5259,304,1.1
5260,655,5.2
5261,1141,5.1
5262,479,2.2
5263,499,1.9
5264,718,10.0
5265,721,3.8
5266,1056,9.2
5267,1125,6.7
5268,1535,22.0
5269,588,3.8
5270,802,5.5
5271,1054,6.8
5272,507,3.5
5273,558,3.7
5274,458,3.3
5275,214,0.8
5276,1325,13.0
5277,846,6.2
5278,906,4.8
5279,954,7.7
5280,223,1.7
5281,1077,5.9
5282,2089,10.0
5283,618,7.5
5284,687,5.5
5285,403,1.2
5286,159,0.9
5287,580,4.1
5288,1064,6.2
5289,812,7.7
5290,263,1.0
5291,1229,7.5
5292,375,2.9
5293,770,4.5
5294,420,2.6
5295,240,1.9
5296,833,2.8
5297,746,3.9
5298,1852,7.4
5299,851,4.8
5300,283,1.5
5301,363,1.9
5302,947,8.4
5303,1154,11.0
5304,237,1.0
5305,466,3.0
5306,1002,10.0
5307,291,2.6
5308,1602,8.2
5309,448,3.2
5310,271,0.8
5311,690,7.7
5312,598,4.9
5313,222,1.8
5314,1038,4.4
5315,1099,6.5
5316,985,3.7
5317,580,2.1
5318,787,4.0
5319,952,5.3
5320,1845,7.4
5321,1364,11.0
5322,881,4.5
5323,346,1.0
5324,224,0.8
5325,490,3.4
5326,608,2.7
5327,264,1.9
5328,406,3.2
5329,563,5.4
5330,524,4.0
5331,985,5.4
5332,1666,24.0
5333,837,7.1
5334,240,1.3
5335,940,3.5
5336,467,3.6
5337,255,1.9
5338,623,5.2
5339,1142,17.0
5340,572,6.6
5341,735,4.5
5342,198,1.2
5343,781,4.1
5344,735,4.6
5345,719,4.4
5346,850,4.5
5347,1336,5.7
5348,1078,5.0
5349,468,3.0
5350,238,1.9
5351,394,3.5
5352,1712,7.3
5353,563,2.3
5354,926,7.7
5355,1599,22.0
5356,903,12.0
5357,296,1.4
5358,715,2.4
5359,481,4.1
5360,299,1.4
5361,345,2.9
5362,510,3.0
5363,276,1.1
5364,508,2.9
5365,291,1.8
5366,302,1.6
5367,440,2.6
5368,175,0.7
5369,278,3.7
5370,225,1.4
5371,103,0.8
5372,293,1.3
5373,2103,10.0
5374,1194,5.1
5375,1119,6.1
5376,405,2.3
5377,177,0.6
5378,1356,13.0
5379,1190,5.0
5380,705,2.4
5381,95,0.5
5382,1040,5.4
5383,683,4.9
5384,371,2.5
5385,425,2.9
5386,1014,5.9
5387,1000,7.6
5388,885,2.5
5389,367,3.0
5390,1183,15.0
5391,527,2.7
5392,1338,6.2
5393,956,3.5
5394,809,5.2
5395,591,3.0
5396,279,1.6
5397,614,3.3
5398,412,2.4
5399,281,1.2
5400,634,4.1
5401,735,5.8
5402,588,3.4
5403,696,3.3
5404,529,3.4
5405,488,3.4
5406,1291,4.9
5407,442,3.4
5408,1659,6.2
5409,505,4.3
5410,276,1.1
5411,552,4.4
5412,628,3.3
5413,435,2.1
5414,342,2.0
5415,455,3.5
5416,546,2.1
5417,397,1.6
5418,313,2.1
5419,772,4.5
5420,1065,8.0
5421,308,1.5
5422,434,3.4
5423,1055,4.5
5424,945,4.8
5425,709,3.7
5426,771,4.0
5427,555,3.3
5428,282,1.6
5429,456,2.6
5430,524,4.2
5431,1164,8.8
5432,570,3.2
5433,1105,8.8
5434,1021,5.5
5435,559,1.9
5436,652,3.2
5437,329,2.4
5438,518,4.5
5439,552,3.0
5440,942,4.8
5441,736,3.7
5442,644,4.7
5443,695,3.7
5444,921,3.0
5445,297,1.9
5446,363,1.9
5447,552,3.5
5448,276,1.5
5449,974,7.2
5450,628,3.9
5451,647,4.8
5452,668,2.5
5453,647,4.9
5454,473,2.3
5455,994,5.6
5456,1405,13.0
5457,1034,5.8
5458,804,6.6
5459,266,0.8
5460,321,2.1
5461,417,3.7
5462,1023,3.7
5463,815,7.1
5464,466,2.4
5465,566,4.4
5466,1283,4.5
5467,721,2.9
5468,691,6.4
5469,628,4.4
5470,1428,13.0
5471,719,3.2
5472,312,1.1
5473,648,3.1
5474,839,4.5
5475,202,1.5
5476,190,1.3
5477,678,5.1
5478,401,2.5
5479,374,4.3
5480,111,0.7
5481,808,5.5
5482,495,5.1
5483,325,1.7
5484,615,4.0
5485,753,3.9
5486,518,2.3
5487,989,3.7
5488,716,7.1
5489,1264,3.8
5490,387,2.1
5491,240,1.2
5492,265,1.0
5493,1137,6.3
5494,742,5.1
5495,392,2.4
5496,760,3.9
5497,928,7.7
5498,406,2.5
5499,438,3.7
5500,488,2.2
5501,256,2.0
5502,1016,4.3
5503,759,3.0
5504,607,5.5
5505,822,3.9
5506,369,2.5
5507,549,3.8
5508,453,2.6
5509,1747,17.0
5510,652,7.4
5511,694,5.4
5512,571,2.8
5513,539,3.2
5514,825,6.1
5515,371,3.0
5516,369,4.1
5517,772,11.0
5518,680,8.0
5519,626,4.0
5520,371,1.1
5521,833,2.8
5522,732,5.6
5523,490,2.6
5524,424,2.2
5525,587,3.7
5526,340,2.4
5527,275,2.1
5528,401,2.6
5529,1666,6.6
5530,368,2.0
5531,682,3.6
5532,508,3.2
5533,583,4.0
5534,1607,6.1
5535,1482,5.7
5536,109,0.5
5537,775,3.9
5538,862,4.8
5539,508,3.8
5540,860,5.4
5541,773,3.4
5542,803,7.1
5543,458,2.4
5544,525,4.2
5545,833,5.1
5546,544,4.7
5547,379,2.3
5548,492,2.6
5549,594,4.5
5550,200,1.4
5551,862,5.0
5552,838,8.5
5553,369,1.4
5554,455,3.9
5555,948,4.1
5556,612,2.8
5557,842,5.4
5558,509,2.6
5559,419,3.5
5560,371,2.6
5561,1406,5.9
5562,1008,4.4
5563,1420,6.6
5564,824,4.7
5565,754,3.5
5566,306,2.1
5567,825,7.0
5568,795,5.8
5569,814,4.9
5570,1002,12.0
5571,870,4.9
5572,1503,6.2
5573,45,0.3
5574,463,2.9
5575,410,2.1
5576,824,3.3
5577,450,2.1
5578,203,1.1
5579,332,1.8
5580,262,1.8
5581,499,1.8
5582,321,2.6
5583,217,1.3
5584,930,3.4
5585,483,3.9
5586,492,2.6
5587,660,4.3
5588,274,0.9
5589,111,0.6
5590,448,3.1
5591,886,4.8
5592,625,4.6
5593,143,0.6
5594,471,2.7
5595,691,5.8
5596,967,7.3
5597,816,5.0
5598,612,4.6
5599,1244,6.7
5600,467,2.4
5601,1717,6.4
5602,561,4.3
5603,666,4.3
5604,521,2.4
5605,256,1.3
5606,372,2.8
5607,1838,6.1
5608,258,1.1
5609,1801,6.2
5610,1081,5.6
5611,544,3.3
5612,532,2.8
5613,388,3.2
5614,571,4.0
5615,1704,6.1
5616,549,3.2
5617,452,3.0
5618,1453,15.0
5619,816,8.9
5620,528,5.3
5621,244,1.6
5622,504,3.8
5623,457,3.0
5624,851,3.6
5625,708,5.7
5626,840,3.0
5627,761,3.8
5628,960,4.2
5629,1398,20.0
5630,400,3.0
5631,1385,12.0
5632,863,5.0
5633,412,3.6
5634,1507,22.0
5635,281,3.7
5636,1642,5.3
5637,467,2.9
5638,791,4.6
5639,374,2.3
5640,1183,5.3
5641,517,3.1
5642,292,1.9
5643,418,3.4
5644,291,1.8
5645,759,4.5
5646,536,2.2
5647,184,1.2
5648,501,2.2
5649,418,2.0
5650,811,5.7
5651,838,5.9
5652,860,6.1
5653,942,3.1
5654,311,1.2
5655,705,3.5
5656,580,3.9
5657,261,1.1
5658,286,1.3
5659,1728,6.4
5660,557,4.0
5661,252,1.3
5662,565,4.8
5663,433,2.9
5664,973,6.6
5665,1810,6.3
5666,870,7.8
5667,724,4.8
5668,932,2.0
5669,630,1.6
5670,1761,9.5
5671,276,1.6
5672,746,2.8
5673,350,2.0
5674,835,11.0
5675,455,2.4
5676,547,3.9
5677,714,9.2
5678,1003,4.1
5679,1566,21.0
5680,286,1.7
5681,1513,7.0
5682,262,1.3
5683,1640,8.1
5684,920,5.3
5685,491,2.8
5686,510,3.2
5687,533,2.7
5688,105,0.3
5689,1135,6.0
5690,680,4.0
5691,473,3.4
5692,597,7.2
5693,726,3.6
5694,1350,19.0
5695,1190,6.0
5696,1015,11.0
5697,1044,4.1
5698,865,6.5
5699,1043,4.7
5700,733,4.8
5701,1166,4.9
5702,404,2.2
5703,779,5.8
5704,1152,5.6
5705,864,3.3
5706,1368,6.2
5707,635,3.7
5708,342,2.5
5709,624,3.1
5710,876,5.4
5711,599,4.9
5712,423,2.6
5713,764,6.2
5714,818,3.2
5715,576,4.6
5716,579,2.2
5717,1062,3.7
5718,885,4.6
5719,713,4.5
5720,362,2.8
5721,400,3.5
5722,808,3.5
5723,288,1.8
5724,812,5.9
5725,700,2.6
5726,737,2.9
5727,320,2.0
5728,799,6.1
5729,897,8.1
5730,612,2.5
5731,2254,8.9
5732,1034,9.5
5733,825,3.4
5734,1759,6.5
5735,292,1.9
5736,443,2.2
5737,385,1.7
5738,1051,4.5
5739,1198,8.8
5740,386,2.8
5741,535,2.7
5742,757,4.0
5743,737,5.8
5744,704,6.0
5745,766,5.1
5746,576,3.4
5747,163,0.9
5748,1337,4.8
5749,620,4.0
5750,691,4.0
5751,1613,6.5
5752,561,2.0
5753,289,1.8
5754,1605,6.7
5755,641,3.4
5756,464,3.2
5757,527,4.1
5758,969,5.4
5759,503,2.6
5760,527,2.9
5761,806,4.7
5762,899,5.3
5763,895,7.9
5764,1153,8.9
5765,672,9.1
5766,568,4.9
5767,758,2.1
5768,557,1.6
5769,541,3.3
5770,1037,10.0
5771,1064,5.2
5772,394,2.1
5773,1645,6.1
5774,366,2.2
5775,583,2.9
5776,597,3.9
5777,459,2.3
5778,753,3.8
5779,604,5.1
5780,382,2.4
5781,696,5.5
5782,1063,5.0
5783,694,7.1
5784,701,6.1
5785,910,8.4
5786,1035,3.3
5787,791,8.4
5788,715,4.3
5789,659,3.7
5790,702,2.7
5791,913,9.2
5792,1151,6.8
5793,380,4.2
5794,372,2.1
5795,986,6.7
5796,619,2.4
5797,1158,4.5
5798,779,4.1
5799,874,5.7
5800,1473,5.1
5801,1183,5.1
5802,517,3.6
5803,1036,6.1
5804,753,4.0
5805,935,7.0
5806,427,2.2
5807,165,0.9
5808,824,6.4
5809,286,1.9
5810,515,2.3
5811,853,6.2
5812,1140,5.1
5813,294,1.7
5814,864,4.5
5815,630,2.1
5816,299,2.1
5817,590,4.7
5818,289,1.5
5819,762,4.9
5820,937,8.5
5821,652,3.2
5822,804,3.0
5823,976,5.0
5824,821,4.4
5825,867,7.4
5826,980,4.1
5827,449,3.5
5828,1059,6.7
5829,632,3.5
5830,1012,4.8
5831,864,4.5
5832,674,2.6
5833,255,1.4
5834,939,5.0
5835,1187,4.4
5836,558,5.0
5837,758,3.4
5838,1307,6.0
5839,595,3.3
5840,1045,6.3
5841,425,2.1
5842,319,1.3
5843,442,2.8
5844,272,1.4
5845,1917,8.1
5846,740,11.0
5847,92,0.3
5848,354,2.9
5849,1006,6.3
5850,1437,6.2
5851,779,2.9
5852,605,4.9
5853,780,3.2
5854,732,3.2
5855,1026,8.7
5856,447,3.0
5857,695,3.6
5858,1626,8.2
5859,561,3.1
5860,518,3.3
5861,1110,6.8
5862,956,7.1
5863,421,2.1
5864,886,6.6
5865,970,7.7
5866,339,1.7
5867,381,2.2
5868,1011,4.8
5869,1113,4.8
5870,1333,4.6
5871,949,4.2
5872,521,3.5
5873,874,4.4
5874,338,1.0
5875,487,2.8
5876,397,2.7
5877,1048,3.9
5878,1359,5.6
5879,1361,5.6
5880,575,3.4
5881,539,5.0
5882,746,3.8
5883,553,2.7
5884,832,7.3
5885,430,3.2
5886,681,5.0
5887,498,2.8
5888,1830,8.6
5889,715,3.6
5890,502,2.1
5891,1433,12.0
5892,1057,15.0
5893,594,2.0
5894,430,2.6
5895,468,3.1
5896,615,2.8
5897,181,0.7
5898,357,1.9
5899,862,3.8
5900,845,3.2
5901,1283,5.3
5902,1550,13.0
5903,388,2.7
5904,573,4.8
5905,1025,9.4
5906,890,5.0
5907,441,2.2
5908,884,4.5
5909,673,5.3
5910,475,2.4
5911,558,3.2
5912,603,5.0
5913,1558,6.2
5914,832,4.8
5915,1423,11.0
5916,906,7.1
5917,371,2.0
5918,454,2.9
5919,476,1.6
5920,1075,6.1
5921,298,2.2
5922,656,4.3
5923,1662,6.6
5924,824,5.4
5925,688,2.2
5926,298,1.9
5927,749,4.4
5928,535,3.7
5929,614,1.6
5930,644,2.8
5931,546,3.4
5932,1210,5.5
5933,551,3.1
5934,432,2.2
5935,278,1.4
5936,594,4.6
5937,496,3.9
5938,748,4.4
5939,346,2.3
5940,556,2.7
5941,418,2.8
5942,339,0.3
5943,534,4.2
5944,571,2.7
5945,832,6.3
5946,600,2.8
5947,451,2.7
5948,560,3.8
5949,833,4.5
5950,666,7.3
5951,1035,5.9
5952,792,6.9
5953,396,2.7
5954,241,0.8
5955,213,1.0
5956,447,2.3
5957,298,1.6
5958,596,3.6
5959,899,6.8
5960,684,6.8
5961,933,3.7
5962,674,5.6
5963,956,7.9
5964,414,3.0
5965,340,1.8
5966,475,2.8
5967,281,1.6
5968,1191,4.4
5969,207,0.9
5970,449,2.1
5971,931,8.8
5972,753,3.8
5973,316,1.2
5974,1222,6.3
5975,1002,8.1
5976,678,4.3
5977,173,1.2
5978,460,3.4
5979,503,3.2
5980,469,3.0
5981,666,5.7
5982,769,6.6
5983,766,3.5
5984,1913,6.5
5985,1783,18.0
5986,932,4.3
5987,809,4.7
5988,515,3.4
5989,780,4.0
5990,1001,5.1
5991,250,1.6
5992,911,3.6
5993,481,3.9
5994,1018,3.1
5995,261,1.2
5996,358,1.4
5997,957,9.8
5998,1525,10.0
5999,509,3.0
6000,290,1.6
6001,593,3.6
6002,520,2.1
6003,109,0.3
6004,746,4.4
6005,484,3.7
6006,441,3.1
6007,332,2.3
6008,1492,5.8
6009,489,3.3
6010,1204,4.9
6011,677,5.7
6012,509,3.3
6013,263,1.5
6014,301,2.1
6015,854,1.7
6016,346,2.0
6017,1346,6.1
6018,1290,6.7
6019,622,3.5
6020,358,2.0
6021,586,1.9
6022,274,1.6
6023,1072,5.3
6024,564,3.7
6025,629,5.0
6026,842,5.7
6027,971,6.0
6028,1610,7.1
6029,912,3.8
6030,1073,4.3
6031,768,1.8
6032,674,3.9
6033,732,6.1
6034,605,4.2
6035,594,3.7
6036,378,2.0
6037,612,4.7
6038,429,2.8
6039,545,3.4
6040,839,6.9
6041,728,4.0
6042,668,2.0
6043,933,8.0
6044,424,2.0
6045,397,2.0
6046,331,1.8
6047,106,0.5
6048,592,4.1
6049,174,1.1
6050,753,3.8
6051,427,2.6
6052,620,3.0
6053,471,3.2
6054,427,2.6
6055,943,5.8
6056,409,2.6
6057,1407,5.7
6058,1551,5.4
6059,330,2.2
6060,1005,6.1
6061,460,2.4
6062,708,8.0
6063,501,3.9
6064,709,5.5
6065,167,0.8
6066,384,2.3
6067,818,2.5
6068,911,4.2
6069,1114,7.6
6070,1138,7.8
6071,573,2.0
6072,478,2.7
6073,793,4.4
6074,153,0.5
6075,911,4.2
6076,1241,4.8
6077,1598,5.4
6078,535,2.7
6079,1695,5.6
6080,241,1.6
6081,905,9.4
6082,415,2.8
6083,1046,5.3
6084,1761,11.0
6085,422,2.4
6086,1547,7.8
6087,1251,4.7
6088,817,6.1
6089,506,2.7
6090,1815,6.6
6091,1613,6.2
6092,708,8.0
6093,376,2.6
6094,823,9.1
6095,768,5.0
6096,183,0.9
6097,610,5.0
6098,397,2.7
6099,1409,6.9
6100,1131,6.7
6101,871,5.9
6102,401,1.2
6103,322,2.0
6104,697,6.5
6105,789,4.3
6106,144,1.2
6107,1164,5.0
6108,728,4.0
6109,560,2.3
6110,1696,6.2
6111,550,4.1
6112,767,6.7
6113,489,3.1
6114,647,4.0
6115,351,2.6
6116,2164,7.3
6117,645,2.4
6118,863,8.2
6119,539,2.8
6120,384,3.0
6121,1600,5.2
6122,1246,19.0
6123,510,3.5
6124,415,1.9
6125,1255,5.7
6126,576,1.9
6127,348,2.2
6128,595,4.8
6129,171,1.0
6130,671,5.6
6131,941,7.1
6132,804,3.1
6133,542,4.3
6134,855,10.0
6135,167,0.8
6136,794,6.3
6137,555,3.0
6138,524,3.2
6139,1475,8.0
6140,550,3.1
6141,904,8.3
6142,862,3.1
6143,1179,6.0
6144,797,4.9
6145,301,1.8
6146,371,2.8
6147,735,5.5
6148,1277,5.5
6149,507,2.8
6150,339,2.6
6151,818,4.3
6152,741,5.5
6153,85,0.7
6154,385,2.0
6155,899,5.0
6156,1478,5.3
6157,704,5.6
6158,925,6.0
6159,890,8.8
6160,76,0.4
6161,759,6.4
6162,1508,5.8
6163,1551,22.0
6164,687,4.0
6165,520,3.7
6166,609,3.3
6167,1730,6.4
6168,141,0.6
6169,105,0.3
6170,904,5.3
6171,319,2.1
6172,978,8.9
6173,644,6.2
6174,1208,4.7
6175,338,0.7
6176,260,1.5
6177,369,2.2
6178,512,3.4
6179,329,2.0
6180,338,1.4
6181,272,1.5
6182,121,0.9
6183,743,4.0
6184,917,3.5
6185,296,1.4
6186,1022,5.6
6187,732,3.8
